SampleID,sigma_model,tau2,posterior_density,chi2_sigma_min_at_tau2
EDTRPAS1-35,marginalised,658.365189230751,0.006629903936962349,5.927721977233887
EDTRPAS1-35,marginalised,677.7124688204135,0.006632281173867116,5.926649570465088
EDTRPAS1-35,marginalised,697.6283040288171,0.006634391359079354,5.925697326660156
EDTRPAS1-35,marginalised,718.1294029151026,0.0066362216550037295,5.924870491027832
EDTRPAS1-35,marginalised,739.2329645356522,0.006637763339175728,5.924172878265381
EDTRPAS1-35,marginalised,760.9566933729519,0.00663900976614822,5.92360782623291
EDTRPAS1-35,marginalised,783.3188141884733,0.0066399574294706025,5.923176288604736
EDTRPAS1-35,marginalised,806.338087312034,0.00664061173084918,5.922876358032227
EDTRPAS1-35,marginalised,830.033824380465,0.00664098207991067,5.922703266143799
EDTRPAS1-35,marginalised,854.4259045387877,0.006641083495136918,5.9226508140563965
EDTRPAS1-35,marginalised,879.5347911174923,0.006640930800979585,5.922712326049805
EDTRPAS1-35,marginalised,905.381548799909,0.006640534846707942,5.922882080078125
EDTRPAS1-35,marginalised,931.9878612940743,0.006639900510076334,5.923159122467041
EDTRPAS1-35,marginalised,959.3760495239175,0.006639023062495018,5.923544406890869
EDTRPAS1-35,marginalised,987.5690903550293,0.006637890469043862,5.924044132232666
EDTRPAS1-35,marginalised,1016.5906358707215,0.006636484340775061,5.924666404724121
EDTRPAS1-35,marginalised,1046.465033214549,0.006634783916135681,5.92542028427124
EDTRPAS1-35,marginalised,1077.2173450159426,0.006632766225327621,5.926316261291504
