SampleID,sigma_model,tau2,posterior_density,chi2_sigma_min_at_tau2
EDTRPAS1-35,marginalised,360.9144306586531,0.006266430958914553,5.95267391204834
EDTRPAS1-35,marginalised,368.7179816831455,0.006268245663889764,5.951552391052246
EDTRPAS1-35,marginalised,376.6902580436701,0.006269993496051125,5.950469017028809
EDTRPAS1-35,marginalised,384.834907853622,0.006271632563949738,5.949454307556152
EDTRPAS1-35,marginalised,393.1556581044805,0.006273135141054417,5.9485249519348145
EDTRPAS1-35,marginalised,401.6563163712814,0.00627448151386415,5.947692394256592
EDTRPAS1-35,marginalised,410.34077255496123,0.00627566200623502,5.946962833404541
EDTRPAS1-35,marginalised,419.21300066237836,0.006276674265960384,5.9463372230529785
EDTRPAS1-35,marginalised,428.27706062481667,0.006277524767404095,5.9458112716674805
EDTRPAS1-35,marginalised,437.5371001558105,0.006278224402140584,5.945379257202148
EDTRPAS1-35,marginalised,446.99735664913817,0.006278786523787637,5.945031642913818
EDTRPAS1-35,marginalised,456.6621591178532,0.006279228180628115,5.944758892059326
EDTRPAS1-35,marginalised,466.53593017524116,0.006279565490214541,5.944550514221191
EDTRPAS1-35,marginalised,476.6231880586053,0.006279815199374707,5.944396495819092
EDTRPAS1-35,marginalised,486.92854869681463,0.00627999277109313,5.944286823272705
EDTRPAS1-35,marginalised,497.45672782255104,0.0062801115237165845,5.944213390350342
EDTRPAS1-35,marginalised,508.2125431302289,0.006287428662695957,5.939697265625
EDTRPAS1-35,marginalised,519.200916480572,0.0062888305032635225,5.938832759857178
EDTRPAS1-35,marginalised,530.4268761528555,0.0062903398932485635,5.937901973724365
EDTRPAS1-35,marginalised,541.8955591458488,0.0062919432373970755,5.93691349029541
EDTRPAS1-35,marginalised,553.6122135285043,0.006293620287966001,5.935879707336426
EDTRPAS1-35,marginalised,565.5822008414739,0.006295346631049676,5.934815883636475
EDTRPAS1-35,marginalised,577.8109985505498,0.006297094773341719,5.933738708496094
EDTRPAS1-35,marginalised,590.304202553153,0.00629883743544697,5.9326653480529785
EDTRPAS1-35,marginalised,603.067529739016,0.006300550169543206,5.931610107421875
EDTRPAS1-35,marginalised,616.1068206062291,0.006302210287275844,5.930587291717529
EDTRPAS1-35,marginalised,629.4280419338559,0.0063038009662256785,5.929607391357422
EDTRPAS1-35,marginalised,643.0372895123282,0.006305308373597561,5.928678512573242
EDTRPAS1-35,marginalised,656.9407909328816,0.006306722266170937,5.927806854248047
EDTRPAS1-35,marginalised,671.1449084372975,0.0063080355120911456,5.926997184753418
EDTRPAS1-35,marginalised,685.6561418292699,0.006309243552264587,5.9262518882751465
EDTRPAS1-35,marginalised,700.4811314487113,0.00631034265735723,5.925572872161865
EDTRPAS1-35,marginalised,715.6266612103734,0.006311328723903906,5.924962997436523
EDTRPAS1-35,marginalised,731.0996617081665,0.006312199761834377,5.924423694610596
EDTRPAS1-35,marginalised,746.9072133865988,0.006312952993670081,5.923956394195557
EDTRPAS1-35,marginalised,763.056549780787,0.006313587368800881,5.923561096191406
EDTRPAS1-35,marginalised,779.5550608265237,0.006314102637330779,5.923238754272461
EDTRPAS1-35,marginalised,796.4102962419074,0.006314499550658596,5.9229888916015625
EDTRPAS1-35,marginalised,813.6299689820992,0.006314780674708084,5.92280912399292
EDTRPAS1-35,marginalised,831.2219587687669,0.006314950278122966,5.922698020935059
EDTRPAS1-35,marginalised,849.1943156958445,0.006315012328514653,5.922652244567871
EDTRPAS1-35,marginalised,867.5552639132591,0.006314971660876335,5.922669410705566
EDTRPAS1-35,marginalised,886.3132053902979,0.006314832095842461,5.922746658325195
EDTRPAS1-35,marginalised,905.476723760351,0.006314595869677722,5.922883033752441
EDTRPAS1-35,marginalised,925.0545882487806,0.006314264460184784,5.923077583312988
EDTRPAS1-35,marginalised,945.0557576857191,0.0063138364914839375,5.923330783843994
EDTRPAS1-35,marginalised,965.4893846056289,0.006313309524246523,5.923644065856934
EDTRPAS1-35,marginalised,986.3648194355029,0.006312678861720138,5.924020767211914
EDTRPAS1-35,marginalised,1007.6916147736165,0.006311939335478899,5.924464225769043
EDTRPAS1-35,marginalised,1029.4795297608007,0.006311084549552959,5.9249773025512695
EDTRPAS1-35,marginalised,1051.738534546223,0.006310107870808803,5.925565242767334
EDTRPAS1-35,marginalised,1074.4788148497232,0.006309002301362818,5.926231384277344
EDTRPAS1-35,marginalised,1097.7107766228057,0.006307760649633756,5.926980972290039
EDTRPAS1-35,marginalised,1121.445050810397,0.006306375797744933,5.9278178215026855
EDTRPAS1-35,marginalised,1145.6924982155685,0.006304839584067264,5.928747653961182
EDTRPAS1-35,marginalised,1170.464214469438,0.006303142211714251,5.929778099060059
EDTRPAS1-35,marginalised,1195.7715351085312,0.006301276362869839,5.930907249450684
EDTRPAS1-35,marginalised,1221.6260407619227,0.006299229033668016,5.932150363922119
EDTRPAS1-35,marginalised,1248.0395624505306,0.00629698993791433,5.933511257171631
EDTRPAS1-35,marginalised,1275.0241870009938,0.00629454831511458,5.934997081756592
EDTRPAS1-35,marginalised,1302.5922625765977,0.006291893085020183,5.936614036560059
EDTRPAS1-35,marginalised,1330.756404327802,0.006289017112359559,5.9383673667907715
EDTRPAS1-35,marginalised,1359.5295001649238,0.006285913551722255,5.9402618408203125
EDTRPAS1-35,marginalised,1388.9247166556527,0.00628258033504058,5.942298889160156
EDTRPAS1-35,marginalised,1418.9555050500671,0.006279017223574375,5.944478511810303
EDTRPAS1-35,marginalised,1449.635607435928,0.006275227210005448,5.9467997550964355
EDTRPAS1-35,marginalised,1480.9790630270563,0.006271216149811683,5.9492597579956055
EDTRPAS1-35,marginalised,1513.0002145876779,0.006266989753096841,5.951855182647705
EDTRPAS1-35,marginalised,1545.713714995671,0.006262554975386488,5.9545817375183105
EDTRPAS1-35,marginalised,1579.1345339477234,0.006257917609824784,5.957437038421631
EDTRPAS1-35,marginalised,1613.2779648094668,0.006253081628854995,5.960418701171875
EDTRPAS1-35,marginalised,1648.1596316137131,0.006248049125632056,5.963526248931885
EDTRPAS1-35,marginalised,1683.7954962100223,0.006242818696668823,5.966760635375977
EDTRPAS1-35,marginalised,1720.2018655688375,0.0062373874568389205,5.970124244689941
EDTRPAS1-35,marginalised,1757.3953992435518,0.006231749914244598,5.973621368408203
EDTRPAS1-35,marginalised,1795.3931169939265,0.006225900031325898,5.977255344390869
EDTRPAS1-35,marginalised,1834.2124065743283,0.0062198289052849106,5.9810333251953125
EDTRPAS1-35,marginalised,1873.8710316903646,0.0062135301020220255,5.984960079193115
EDTRPAS1-35,marginalised,1914.3871401275567,0.006206996224053236,5.989040374755859
EDTRPAS1-35,marginalised,1955.779272055764,0.006200218623650641,5.993280410766602
EDTRPAS1-35,marginalised,1998.0663685131672,0.006193190604585766,5.99768590927124
EDTRPAS1-35,marginalised,2041.267780073686,0.006185906295051389,6.002260684967041
EDTRPAS1-35,marginalised,2085.403275701796,0.006178357167613742,6.007011890411377
EDTRPAS1-35,marginalised,2130.4930517988155,0.0061705341124155535,6.011945724487305
EDTRPAS1-35,marginalised,2176.557741444774,0.006162426870125439,6.017068862915039
EDTRPAS1-35,marginalised,2223.618423840102,0.006154022891629021,6.022393226623535
EDTRPAS1-35,marginalised,2271.696633951485,0.006145306376359699,6.027926921844482
EDTRPAS1-35,marginalised,2320.814372366255,0.006136257590994267,6.03368616104126
EDTRPAS1-35,marginalised,2370.9941153598606,0.006126856197765475,6.039684772491455
EDTRPAS1-35,marginalised,2422.2588251810103,0.006117077607405958,6.045940399169922
EDTRPAS1-35,marginalised,2474.6319605591957,0.006106895595220953,6.052471160888672
EDTRPAS1-35,marginalised,2528.1374874394064,0.0060962839032205375,6.05929708480835
